Parcel Number,Sale Date,Sale Amount,Address,Style,Year Built,Total SF,Lot Area,Appraised Value,Recording,Source Year
1014381006,12/11/2023,"$242,000","1410 FRANKLIN ST, IOWA CITY",1 Story Frame,1955,912,"8,190","$251,290",6534-156,2023
1003102003,04/03/2023,"$245,000","1613 PRAIRIE DU CHIEN RD, IOWA CITY",1 Story Frame,1900,1024,"9,660","$221,230",6468-23,2023
1003280015,07/27/2023,"$245,000","2 RIDGEWOOD LN, IOWA CITY",Split Level Frame,1963,1098,"27,363","$267,800",6505-214,2023
1018407020,09/20/2023,"$245,000","1234 SHANNON DR, IOWA CITY",2 Story Frame,1999,1348,"2,781","$263,450",6519-280,2023
1012452011,03/18/2023,"$248,000","2922 SWEET BRIAR AVE, IOWA CITY",Split Foyer Frame,1970,1080,"9,030","$269,020",6466-146,2023
1014411001,02/24/2023,"$248,000","2110 J ST, IOWA CITY",Split Foyer Frame,1991,1032,"5,138","$258,780",6461-380,2023
1012452006,02/22/2023,"$249,000","3016 SWEET BRIAR AVE, IOWA CITY",1 Story Frame,1971,988,"9,585","$243,060",6460-357,2023
1023284008,05/31/2023,"$249,500","55 GLEASON DR, IOWA CITY",Split Foyer Frame,1973,1181,"8,625","$240,720",6483-934,2023
1013111001,03/27/2023,"$250,000","445 PETERSON ST, IOWA CITY",1 Story Frame,1971,1176,"9,520","$254,500",6469-336,2023
1013426050,07/06/2023,"$250,000","1 WARWICK CIR, IOWA CITY",Split Foyer Frame,1973,1080,"8,223","$221,100",6496-585,2023
1015412014,08/12/2023,"$250,000","730 HIGHLAND AVE, IOWA CITY",1 Story Frame,1955,996,"7,000","$253,660",6509-814,2023
1016182003,03/13/2023,"$250,000","533 OLIVE ST, IOWA CITY",1 Story Frame,1953,988,"6,360","$281,560",6464-689,2023
1017333010,04/19/2023,"$250,000","1248 JENSEN ST, IOWA CITY",Split Foyer Frame,1993,966,"7,440","$261,990",6473-272,2023
1023263001,07/11/2023,"$254,000","1125 SANDUSKY DR, IOWA CITY",Split Foyer Frame,1981,1028,"10,308","$218,140",6497-478,2023
1003226003,05/31/2023,"$255,000","16 VENTURA AVE, IOWA CITY",1 Story Frame,1979,960,"19,888","$244,270",6486-14,2023
1016342004,06/30/2023,"$255,000","1115 WYLDE GREEN RD, IOWA CITY",1 Story Frame,1966,1170,"11,250","$282,040",6498-354,2023
1003106010,04/21/2023,"$257,000*M","1546 PRAIRIE DU CHIEN RD, IOWA CITY",1 Story Frame,1975,1070,"6,600","$215,970",6473-29,2023
1012261002,04/03/2023,"$257,000","2411 TUDOR DR, IOWA CITY",1 Story Frame,1971,1416,"11,215","$294,740",6467-623&6530-995,2023
1014261005,12/13/2023,"$257,000","1304 KIRKWOOD AVE, IOWA CITY",1 Story Frame,1941,947,"6,250","$219,940",6534-47,2023
1010405006,08/10/2023,"$259,000","717 E MARKET ST, IOWA CITY",1 Story Frame,1929,1138,"2,850","$219,510",6508-390,2023
1014190003,06/14/2023,"$259,000","2005 MUSCATINE AVE, IOWA CITY",Split Level Frame,1965,1240,"8,698","$259,820",6491-192,2023
1023487002,01/24/2023,"$259,000","2418 INDIGO DR, IOWA CITY",1 Story Frame,2021,1208,"6,875","$251,150",6457-36,2023
1024360024,10/25/2023,"$259,000","3 THISTLE CT, IOWA CITY",1 Story Frame,2009,1243,"10,400","$305,430",6526-32,2023
1011352004,04/28/2023,"$260,000","1639 MORNINGSIDE DR, IOWA CITY",2 Story Brick,1934,1322,"5,550","$288,080",6476-661,2023
1011364003,02/07/2023,"$260,000","1417 E COLLEGE ST, IOWA CITY",2 Story Frame,1898,1896,"9,000","$300,840",6457-486,2023
1013302003,06/14/2023,"$260,000","1013 DOVER ST, IOWA CITY",1 Story Frame,1965,1324,"6,540","$258,400",6490-619,2023
1014104004,02/08/2023,"$260,000","421 4TH AVE, IOWA CITY",1 Story Frame,1973,1032,"11,250","$264,720",6458-155,2023
1012184011,06/15/2023,"$261,500","3309 TULANE AVE, IOWA CITY",1 Story Frame,1973,1040,"8,513","$261,270",6489-1000,2023
1014428003,08/11/2023,"$262,000","1011 6TH AVE, IOWA CITY",1 Story Frame,1958,1029,"7,950","$240,120",6509-177,2023
1023283006,07/03/2023,"$262,500","24 GLEASON DR, IOWA CITY",1 Story Frame,1972,1128,"9,840","$280,500",6501-233,2023
1014282003,03/09/2023,"$263,000","807 DEARBORN ST, IOWA CITY",1 Story Frame,1950,981,"6,250","$266,470",6463-173,2023
1014361008,04/06/2023,"$263,500","1122 DOWNEY DR, IOWA CITY",2 Story Frame,1964,1770,"11,250","$283,290",6470-132,2023
1003203001,08/10/2023,"$265,000","2109 TANGLEWOOD ST, IOWA CITY",1 Story Frame,1900,1008,"7,546","$224,660",6506-968,2023
1012404001,05/06/2023,"$265,000","215 AMHURST ST, IOWA CITY",Split Foyer Frame,1974,1092,"6,440","$247,540",6479-879,2023
1013129005,06/02/2023,"$265,000","503 KENWOOD DR, IOWA CITY",Split Foyer Frame,1964,1040,"10,400","$279,000",6488-300,2023
1014362011,05/10/2023,"$265,000","1615 RIDGE ST, IOWA CITY",1 Story Frame,1964,1586,"12,500","$268,900",6489-462,2023
1023152006,09/23/2023,"$265,000","1904 FLATIRON AVE, IOWA CITY",Split Foyer Frame,1979,1087,"7,800","$285,180",6520-689,2023
1023153004,01/03/2023,"$265,000","1937 DELWOOD DR, IOWA CITY",1 Story Frame,1982,1296,"7,820","$286,570",6451-905,2023
1023177001,12/06/2023,"$265,000","2204 HOLLYWOOD BLVD, IOWA CITY",1 Story Frame,1965,864,"9,750","$245,740",6532-466,2023
1023264012,10/30/2023,"$265,000","1058 BRIAR DR, IOWA CITY",1 Story Frame,1994,1234,"9,975","$267,710",6526-318,2023
1023282001,01/30/2023,"$265,000","2120 RUSSELL DR, IOWA CITY",Split Foyer Frame,1976,1182,"10,695","$269,250",6456-104,2023
1025234001,04/25/2023,"$265,000","2807 WHISPERING MEADOW DR, IOWA CITY",1 Story Frame,2013,1404,"6,785","$224,030",6477-725,2023
1012406001,02/24/2023,"$265,501","3243 HASTINGS AVE, IOWA CITY",1 Story Frame,1976,1180,"9,892","$287,880",6460-241,2023
1014129003,07/24/2023,"$266,000","1816 B ST, IOWA CITY",1 Story Brick,1948,915,"5,501","$265,980",6506-581,2023
1025232005,01/16/2023,"$266,000","2645 PINTO LN, IOWA CITY",Split Foyer Frame,2016,1007,"5,506","$287,240",6455-692,2023
1013228004,04/07/2023,"$266,500","407 ELMRIDGE AVE, IOWA CITY",1 Story Frame,1956,1481,"9,126","$285,910",6469-244,2023
1013303001,01/06/2023,"$268,000","2901 MUSCATINE AVE, IOWA CITY",1 Story Frame,1963,1404,"10,950","$301,330",6452-629,2023
1014229012,10/22/2023,"$269,000","515 CLARK ST, IOWA CITY",1 Story Brick,1926,927,"6,250","$245,050",6526-4,2023
1022482003,11/03/2023,"$269,000","1042 OXEN LN, IOWA CITY",1 Story Frame,2009,1342,"9,090","$286,970",6528-368,2023
1012452010,08/17/2023,"$269,900","2928 SWEET BRIAR AVE, IOWA CITY",Split Foyer Frame,1970,1080,"9,585","$265,510",6514-20,2023
1012452003,03/03/2023,"$270,000","3034 SWEET BRIAR AVE, IOWA CITY",1 Story Frame,1968,1234,"9,585","$272,910",6462-316,2023
1013111011,06/09/2023,"$270,000","3304 SHAMROCK DR, IOWA CITY",1 Story Frame,1968,1056,"10,001","$277,790",6488-836,2023
1013229015,06/26/2023,"$270,000","511 UPLAND AVE, IOWA CITY",1 Story Frame,1958,1128,"10,758","$228,210",6492-814,2023
1014281007,07/18/2023,"$270,000","821 RUNDELL ST, IOWA CITY",1 Story Frame,1950,864,"6,250","$271,830",6501-758,2023
1014362001,04/21/2023,"$270,000","1601 RIDGE ST, IOWA CITY",1 Story Frame,1965,936,"6,300","$261,610",6472-891,2023
1011309002,10/27/2023,"$271,000","20 BROOKFIELD DR, IOWA CITY",1 Story Frame,1958,1064,"8,000","$269,270",6526-391,2023
1016331009,06/26/2023,"$272,000","914 WYLDE GREEN RD, IOWA CITY",1 Story Frame,1965,1066,"7,910","$247,510",6493-709,2023
1015480007,07/26/2023,"$272,500","1402 LAUREL ST, IOWA CITY",1 Story Frame,1956,912,"8,100","$233,980",6502-18,2023
1024201003,05/12/2023,"$272,500","1640 ESTHER ST, IOWA CITY",1 Story Frame,1979,1006,"8,415","$281,770",6482-691,2023
1011264002,07/28/2023,"$273,550","1128 ROCHESTER AVE, IOWA CITY",2 Story Frame,1920,1369,"8,500","$281,480",6503-791,2023
1012378009,04/10/2023,"$274,000","173 GLENN DR, IOWA CITY",Split Foyer Frame,1966,1400,"11,960","$289,130",6469-879,2023
1015408013,05/02/2023,"$274,900","1213 MARCY ST, IOWA CITY",2 Story Frame,1900,1765,"11,250","$300,010",6477-433,2023
1024368001,06/06/2023,"$274,900","2443 INDIGO DR, IOWA CITY",Split Foyer Frame,2018,1007,"6,856","$302,040",6491-676,2023
1004451018,09/20/2023,"$275,000","704 EASTMOOR DR, IOWA CITY",1 Story Frame,1968,1326,"10,530","$257,800",6518-226,2023
1011331002,12/01/2023,"$275,000","121 CLAPP ST, IOWA CITY",1 1/2 Story Frame,1920,1149,"3,500","$209,720",6531-394,2023
1014183010,07/13/2023,"$275,000","719 S 1ST AVE, IOWA CITY",1 Story Frame,1964,992,"12,000","$263,650",6500-6,2023
1014338001,07/07/2023,"$275,000","1106 YEWELL ST, IOWA CITY",2 Story Frame,1950,1464,"7,293","$296,030",6496-388,2023
1014342002,10/12/2023,"$275,000","1027 GINTER AVE, IOWA CITY",1 Story Frame,1900,1220,"6,250","$213,270",6523-397,2023
1023201001,12/15/2023,"$275,000","1629 SPRUCE ST, IOWA CITY",1 Story Frame,1965,1534,"9,240","$277,100",6534-966,2023
1012377015,06/14/2023,"$276,000","158 GLENN DR, IOWA CITY",1 Story Frame,1967,1304,"9,660","$298,810",6492-37,2023
1012429017,04/06/2023,"$276,000","45 N WESTMINSTER ST, IOWA CITY",Split Foyer Frame,1976,1184,"14,400","$315,460",6469-493,2023
907128004,01/24/2023,"$278,000","4220 UNBRIDLED AVE, IOWA CITY",1 1/2 Story Frame,2016,1870,"6,529","$307,800",6456-446,2023
1010183007,10/23/2023,"$278,000","418 N GOVERNOR ST, IOWA CITY",2 Story Frame,1927,1432,"3,420","$268,400",6526-128,2023
1010416004,05/29/2023,"$278,000","903 E IOWA AVE, IOWA CITY",2 Story Frame,1909,1476,"6,400","$277,200",6489-273,2023
1010158017,03/01/2023,"$279,000","502 E DAVENPORT ST, IOWA CITY",2 Story Frame,1930,1404,"1,944","$248,120",6460-848,2023
1023162006,09/15/2023,"$279,900","1923 GRANTWOOD DR, IOWA CITY",1 Story Frame,1975,1040,"14,171","$286,420",6517-104,2023
918231008,08/30/2023,"$280,000","3550 VISTA PARK DR, IOWA CITY",1 Story Frame,1991,1529,"12,221","$347,300",6513-769,2023
1010133009,10/25/2023,"$280,000","718 N GILBERT ST, IOWA CITY",2 Story Frame,1900,1881,"4,000","$297,370",6525-986,2023
1011479016,12/29/2023,"$280,000","2010 E COURT ST, IOWA CITY",1 Story Frame,1966,1056,"7,875","$369,670",6537-159,2023
1012327006,05/31/2023,"$280,000","7 MOUNT VERNON CT, IOWA CITY",Split Foyer Frame,1970,1348,"15,500","$303,440",6484-917,2023
1012433001,05/30/2023,"$280,000","40 N WESTMINSTER ST, IOWA CITY",Split Foyer Frame,1972,1137,"12,045","$284,460",6486-460,2023
1012481015,06/02/2023,"$280,000","3203 RAVEN CT, IOWA CITY",1 Story Frame,1974,1196,"10,140","$294,090",6485-54,2023
1013453009,05/18/2023,"$280,000","33 DUNUGGAN CT, IOWA CITY",Split Foyer Frame,1977,1078,"9,775","$252,210",6481-1,2023
1013457007,12/20/2023,"$280,000","27 WAKEFIELD CT, IOWA CITY",Split Foyer Frame,1985,1218,"8,750","$253,390",6535-315,2023
1015411004,01/11/2023,"$280,000","1307 KEOKUK ST, IOWA CITY",1 1/2 Story Frame,1950,2016,"11,475","$300,810",6459-993,2023
1003106008,09/05/2023,"$282,000","1522 PRAIRIE DU CHIEN RD, IOWA CITY",1 Story Frame,1975,912,"7,150","$250,350",6514-930,2023
1012462022,05/01/2023,"$282,000","3022 E COURT ST, IOWA CITY",Split Foyer Frame,1967,1100,"8,400","$312,920",6476-326,2023
1018405008,03/25/2023,"$282,000","1234 EMILY CT, IOWA CITY",Split Foyer Frame,1998,1208,"6,360","$315,460",6466-266,2023
1013228010,06/05/2023,"$285,000","418 UPLAND AVE, IOWA CITY",1 Story Frame,1958,912,"9,170","$241,200",6489-559,2023
1013410001,12/27/2023,"$285,000","1268 CHAMBERLAIN DR, IOWA CITY",1 1/2 Story Frame,1991,2174,"9,015","$329,150",6537-595,2023
1014361002,04/07/2023,"$285,000","1115 DEFOREST AVE, IOWA CITY",1 Story Frame,1963,1248,"8,750","$284,850",6469-566,2023
1015484001,05/08/2023,"$285,000","920 DEFOREST AVE, IOWA CITY",1 Story Frame,1959,1528,"6,160","$262,010",6477-829,2023
1016342003,06/30/2023,"$285,000","1111 WYLDE GREEN RD, IOWA CITY",1 Story Frame,1967,1220,"10,500","$318,390",6498-371,2023
1023263007,06/08/2023,"$285,000","1033 SANDUSKY DR, IOWA CITY",Split Level Frame,1983,1192,"9,945","$245,030",6487-788,2023
1023305003,04/14/2023,"$285,000","1602 TOFTING AVE, IOWA CITY",1 Story Frame,2004,1304,"8,163","$294,090",6471-829,2023
1011384001,08/04/2023,"$286,000","1124 MUSCATINE AVE, IOWA CITY",2 Story Frame,1880,1344,"7,710","$222,930",6506-39,2023
1025233002,07/25/2023,"$286,500","2911 WHISPERING MEADOW DR, IOWA CITY",Split Foyer Frame,2016,1007,"6,195","$297,830",6501-993,2023
1014326003,09/30/2023,"$287,500","1309 KIRKWOOD AVE, IOWA CITY",1 Story Frame,1950,1073,"13,000","$300,110",6521-742,2023
1011264005,07/19/2023,"$288,000","1122 ROCHESTER AVE, IOWA CITY",2 Story Frame,1920,1923,"8,500","$283,750",6502-374,2023
1023428013,04/28/2023,"$289,500","2211 PALMER CIR, IOWA CITY",1 Story Frame,1995,1227,"8,840","$301,200",6474-671,2023
1012378017,04/06/2023,"$290,000","2726 LINDEN RD, IOWA CITY",1 Story Frame,1965,1477,"9,360","$310,410",6472-532,2023
1012481006,04/21/2023,"$290,000","205 RAVEN ST, IOWA CITY",Split Foyer Frame,1976,1324,"12,220","$322,110",6474-360,2023
1014212001,03/07/2023,"$290,000","1531 CENTER AVE, IOWA CITY",Split Level Brick,1939,1355,"4,950","$283,260",6464-556,2023
1023388004,06/14/2023,"$292,000","1651 HEMINGWAY LN, IOWA CITY",Split Foyer Frame,1999,1208,"9,113","$283,320",6489-962,2023
1009280001,05/17/2023,"$295,000","258 BLACK SPRINGS CIR, IOWA CITY",1 Story Frame,1952,1060,"9,840","$335,630",6480-893,2023
1010115005,04/19/2023,"$295,000","526 N GOVERNOR ST, IOWA CITY",1 1/2 Story Frame,1900,1511,"6,000","$293,930",6473-877,2023
1010184017,11/13/2023,"$295,000","930 E BLOOMINGTON ST, IOWA CITY",2 Story Frame,1900,1420,"6,000","$334,060",6527-520,2023
1011386006,02/14/2023,"$295,000","1211 MUSCATINE AVE, IOWA CITY",1 Story Frame,1890,1480,"6,500","$296,080",6458-867,2023
1022190003,06/12/2023,"$295,000","800 PEPPER DR, IOWA CITY",Split Level Frame,1999,1622,"8,060","$310,420",6492-658,2023
1013318006,12/19/2023,"$297,500","1240 ESTHER CT, IOWA CITY",Split Level Frame,1978,1184,"6,420","$297,340",6536-453,2023
1018404017,10/24/2023,"$299,000","1259 EMILY CT, IOWA CITY",Split Level Frame,1998,1696,"6,000","$328,010",6527-589,2023
1013129004,09/20/2023,"$299,900","411 KENWOOD DR, IOWA CITY",1 Story Frame,1963,1726,"10,400","$298,100",6519-872,2023
1010415001,06/02/2023,"$300,000","821 E IOWA AVE, IOWA CITY",2 Story Frame,1924,1858,"5,685","$306,630",6487-344,2023
1011390002,08/01/2023,"$300,000","1107 E BURLINGTON ST, IOWA CITY",1 1/2 Story Frame,1900,1702,"6,750","$340,970",6504-806,2023
1012453001,10/30/2023,"$300,000","2909 E WASHINGTON ST, IOWA CITY",Split Foyer Frame,1972,1080,"10,200","$259,840",6526-984,2023
1015129001,03/01/2023,"$300,000","403 S JOHNSON ST, IOWA CITY",2 Story Frame,1900,1672,"6,920","$282,950",6461-433,2023
1022189003,06/07/2023,"$300,000","2230 HAZEL CT, IOWA CITY",Split Foyer Frame,1988,1147,"10,123","$271,400",6489-602,2023
1024133002,11/30/2023,"$300,000","1955 CHELSEA CT, IOWA CITY",1 Story Frame,2009,1366,"9,724","$323,930",6534-721,2023
1016256009,11/06/2023,"$303,500","1320 OAKCREST ST, IOWA CITY",1 Story Frame,1963,1056,"6,000","$227,110",6527-972,2023
1003484003,11/29/2023,"$304,340","1011 N SUMMIT ST, IOWA CITY",2 Story Frame,1935,1584,"36,000","$340,110",6531-124,2023
1016257001,03/21/2023,"$305,000","612 GEORGE ST, IOWA CITY",1 Story Frame,1962,984,"7,875","$214,690",6470-397,2023
1016333003,07/19/2023,"$305,000","918 SUNSET ST, IOWA CITY",1 Story Frame,1972,1324,"10,463","$342,540",6505-500,2023
1023454006,02/22/2023,"$308,000","1960 SHERMAN DR, IOWA CITY",1 Story Frame,2015,1402,"8,000","$341,260",6461-641,2023
1011434002,05/05/2023,"$310,000","1715 RIDGEWAY DR, IOWA CITY",1 Story Frame,1955,1392,"8,250","$297,710",6477-673,2023
1013111010,06/22/2023,"$310,000","3310 SHAMROCK DR, IOWA CITY",1 Story Frame,1968,1130,"10,001","$302,170",6492-105,2023
1016105003,04/07/2023,"$310,000","408 BROOKLAND PL, IOWA CITY",2 Story Frame,1900,1206,"10,320","$266,260",6470-238,2023
1017410002,11/01/2023,"$310,000","23 PENFRO DR, IOWA CITY",2 Story Frame,1978,2124,"9,000","$379,990",6527-955,2023
1023283008,06/14/2023,"$310,000","32 GLEASON DR, IOWA CITY",Split Foyer Frame,1975,1130,"12,896","$263,570",6492-914,2023
1012460013,08/30/2023,"$314,900","204 S WESTMINSTER ST, IOWA CITY",1 Story Frame,1965,1385,"9,600","$338,000",6514-488,2023
1011260006,04/07/2023,"$315,000","314 RENO ST, IOWA CITY",1 Story Frame,1920,1176,"11,600","$262,800",6470-66,2023
1022153001,12/15/2023,"$315,000","5 IRONWOOD CIR, IOWA CITY",Split Level Frame,1992,1316,"8,520","$269,580",6535-537,2023
1023320006,06/28/2023,"$315,000","1618 VESTI LN, IOWA CITY",Split Level Frame,2012,1778,"8,713","$311,650",6495-528,2023
1003486010,05/19/2023,"$317,000","945 DEWEY ST, IOWA CITY",1 Story Frame,2019,880,"5,600","$264,970",6482-539,2023
1017408004,06/05/2023,"$318,000","1024 PENKRIDGE DR, IOWA CITY",Split Foyer Frame,1974,1242,"10,795","$298,170",6487-809,2023
907468005,08/22/2023,"$319,900","383 ARLINGTON DR, IOWA CITY",1 Story Frame,2010,1500,"12,289","$310,500",6510-918,2023
1018153006,10/25/2023,"$319,900","811 TIPPERARY RD, IOWA CITY",Split Level Frame,2003,1726,"9,960","$320,140",6526-637,2023
1014130006,06/30/2023,"$320,000","1821 B ST, IOWA CITY",1 Story Frame,2002,1599,"12,000","$345,910",6498-388,2023
1016332001,06/30/2023,"$320,000","815 WYLDE GREEN RD, IOWA CITY",1 Story Frame,1966,1588,"10,349","$343,970",6498-339,2023
1017401002,05/25/2023,"$320,000","4 ARBURY DR, IOWA CITY",1 Story Frame,1973,1416,"12,995","$357,750",6486-383,2023
1017433002,06/30/2023,"$320,000","1022 ESTRON ST, IOWA CITY",1 Story Frame,1976,1435,"13,532","$348,810",6498-403,2023
1017481006,12/07/2023,"$320,000","43 DENBIGH DR, IOWA CITY",Split Foyer Frame,1977,1432,"9,000","$313,780",6532-837,2023
1023311002,12/23/2023,"$320,000","2349 RUSSELL DR, IOWA CITY",Split Level Frame,2004,1692,"8,054","$308,820",6536-975,2023
1023323022,06/28/2023,"$322,000","1512 ASHLYND CT, IOWA CITY",Split Level Frame,2016,1775,"10,358","$326,020",6497-137,2023
1003205005,06/01/2023,"$324,000","1949 MEADOW RIDGE LN, IOWA CITY",Split Foyer Frame,1992,1430,"8,640","$318,780",6487-1000,2023
1010189003,03/31/2023,"$325,000","719 E BLOOMINGTON ST, IOWA CITY",2 Story Frame,1873,1456,"6,000","$257,390",6467-354,2023
1011313003,06/27/2023,"$325,000","1634 MORNINGSIDE DR, IOWA CITY",1 1/2 Story Brick,1935,1510,"6,000","$359,060",6494-146,2023
1014231003,02/21/2023,"$325,000","1133 MAPLE ST, IOWA CITY",Split Foyer Frame,1962,1629,"9,450","$309,410",6459-584& 585,2023
1014256004,05/23/2023,"$325,000","815 ROOSEVELT ST, IOWA CITY",1 1/2 Story Frame,1928,1177,"8,400","$325,730",6484-215,2023
1014277009,04/12/2023,"$325,000","1530 SHERIDAN AVE, IOWA CITY",2 Story Frame,1933,1643,"6,700","$316,460",6471-812,2023
1014337002,07/26/2023,"$325,000","1101 YEWELL ST, IOWA CITY",1 1/2 Story Frame,1950,1761,"3,660","$341,300",6506-597,2023
1016160001,07/03/2023,"$325,000","804 HUDSON AVE, IOWA CITY",1 Story Frame,1935,1290,"6,390","$279,070",6496-194,2023
1017155023,09/10/2023,"$325,000","812 KESWICK DR, IOWA CITY",Split Foyer Frame,1972,1112,"7,150","$270,240",6515-438,2023
1017279013,12/11/2023,"$325,000","2351 CAMERON WAY, IOWA CITY",1 Story Frame,1990,1299,"14,170","$342,810",6534-305,2023
1017406001,12/23/2023,"$325,000","1717 W BENTON ST, IOWA CITY",2 Story Frame,1975,2111,"12,300","$384,740",6538-380,2023
1023398004,01/09/2023,"$325,000","1614 TERRAPIN DR, IOWA CITY",Split Level Frame,2008,1966,"6,853","$342,200",6452-470,2023
1023399026,03/10/2023,"$325,000","1451 TERRAPIN DR, IOWA CITY",Split Level Frame,2019,1819,"5,932","$332,310",6462-876,2023
1014279006,08/24/2023,"$327,000","738 OAKLAND AVE, IOWA CITY",2 Story Frame,1920,1319,"6,250","$317,450",6510-970,2023
1003484017,05/02/2023,"$327,500","927 DEWEY ST, IOWA CITY",2 Story Frame,1920,1706,"9,966","$302,060",6477-24,2023
1023358009,10/13/2023,"$328,000","2907 KEEL BOAT LOOP, IOWA CITY",1 Story Frame,2012,1762,"11,453","$313,700",6522-920,2023
1023396012,06/22/2023,"$328,000","1363 LANGENBERG AVE, IOWA CITY",Split Foyer Frame,2003,1219,"7,438","$292,700",6495-127,2023
1014136007,08/02/2023,"$329,900","1809 C ST, IOWA CITY",1 Story Frame,1880,1469,"12,000","$330,530",6505-655,2023
1014346001,04/05/2023,"$329,900","1301 YEWELL ST, IOWA CITY",2 Story Frame,1940,1416,"7,440","$334,950",6469-119,2023
1023321006,02/07/2023,"$329,900","1514 VESTI LN, IOWA CITY",Split Level Frame,2013,1778,"6,600","$332,320",6457-590,2023
1023452003,08/16/2023,"$329,900","1917 SHERMAN DR, IOWA CITY",1 Story Frame,2011,1300,"8,389","$329,000",6509-357,2023
1003282001,04/03/2023,"$330,000","1658 RIDGE RD, IOWA CITY",1 Story Frame,1956,1724,"17,400","$371,540",6470-47,2023
1003453012,01/13/2023,"$330,000","828 N GILBERT ST, IOWA CITY",2 Story Frame,1920,3376,"25,020","$423,080",6453-570,2023
1014209009,05/25/2023,"$330,000","517 DEARBORN ST, IOWA CITY",1 1/2 Story Frame,1928,1503,"6,250","$328,440",6482-862,2023
1017155003,04/19/2023,"$330,000","618 KESWICK DR, IOWA CITY",Split Foyer Frame,1971,1636,"8,687","$332,730",6474-343,2023
1023395009,11/20/2023,"$330,000","1426 LANGENBERG AVE, IOWA CITY",Split Level Frame,2003,1832,"6,780","$301,730",6530-597,2023
1023323004,04/21/2023,"$332,000","1600 ASHLYND CT, IOWA CITY",Split Level Frame,2014,1764,"8,306","$335,160",6473-653,2023
1023323021,06/23/2023,"$332,000","1530 ASHLYND CT, IOWA CITY",Split Level Frame,2016,1764,"8,306","$335,440",6492-324,2023
1023323003,03/04/2023,"$332,900","1594 ASHLYND CT, IOWA CITY",Split Level Frame,2014,1778,"8,306","$315,420",6464-536,2023
1013426016,03/03/2023,"$333,000","19 DURHAM CT, IOWA CITY",2 Story Frame,1968,2042,"11,956","$312,850",6461-562,2023
1012332009,04/11/2023,"$333,500","2512 PRINCETON RD, IOWA CITY",Split Foyer Frame,1968,1444,"11,900","$364,250",6472-578,2023
1023307002,03/20/2023,"$334,000","2343 KRISTIAN ST, IOWA CITY",Split Level Frame,2004,1756,"7,785","$314,500",6464-947,2023
1004203008,04/24/2023,"$335,000","1062 MANITOU TRL, IOWA CITY",2 Story Frame,2015,1691,"12,062","$417,690",6474-305,2023
1010109004,06/09/2023,"$335,000","811 BROWN ST, IOWA CITY",1 1/2 Story Frame,1922,1319,"9,000","$352,350",6488-943,2023
1014228002,11/30/2023,"$335,000","427 CLARK ST, IOWA CITY",2 Story Frame,1890,1396,"5,356","$328,980",6531-328&330,2023
1016356003,02/28/2023,"$335,000","1127 WYLDE GREEN RD, IOWA CITY",1 Story Frame,1965,1428,"11,700","$366,070",6460-707,2023
1017429004,07/10/2023,"$335,000","1924 KATHLIN DR, IOWA CITY",1 Story Frame,1977,1711,"15,157","$412,560",6497-520,2023
1023323009,05/17/2023,"$335,000","1666 ASHLYND CT, IOWA CITY",Split Level Frame,2014,1764,"13,251","$321,330",6481-473,2023
1014202009,10/23/2023,"$337,000","1530 MUSCATINE AVE, IOWA CITY",2 Story Frame,1920,1668,"8,345","$293,040",6524-452,2023
1011454011,02/10/2023,"$337,500","1919 MORNINGSIDE DR, IOWA CITY",1 Story Frame,1939,1433,"6,000","$325,440",6461-724,2023
1017410011,02/27/2023,"$338,500","131 PENFRO DR, IOWA CITY",Split Level Frame,1976,1584,"9,480","$370,030",6460-461,2023
1012302023,06/30/2023,"$339,000","11 GREEN MOUNTAIN DR, IOWA CITY",1 Story Brick,1982,1680,"11,220","$372,260",6499-434,2023
1124131015,04/04/2023,"$339,000","4342 ROHRET RD, IOWA CITY",2 Story Frame,2018,1673,"6,061","$365,360",6478-890,2023
1014106002,07/27/2023,"$339,900","2025 A ST, IOWA CITY",2 Story Frame,1940,1748,"6,480","$347,060",6504-401,2023
1016361001,09/01/2023,"$339,900","1313 ASHLEY DR, IOWA CITY",1 Story Frame,1991,1484,"14,875","$334,830",6516-574,2023
1011314003,11/15/2023,"$340,000","1513 GLENDALE RD, IOWA CITY",1 Story Frame,1957,1436,"8,362","$303,250",6531-302,2023
1012180014,06/21/2023,"$340,000","414 AMHURST ST, IOWA CITY",1 Story Frame,1973,1280,"8,640","$338,170",6494-448,2023
1011281001,09/06/2023,"$344,750","1313 E DAVENPORT ST, IOWA CITY",1 Story Frame,1941,1364,"11,870","$312,570",6514-36,2023
1009201002,05/12/2023,"$345,000","825 PARK RD, IOWA CITY",1 Story Frame,1955,1183,"8,663","$329,090",6480-83,2023
1009257008,04/24/2023,"$345,000","30 ROCKY SHORE DR, IOWA CITY",1 Story Frame,1926,1297,"8,000","$348,580",6474-993,2023
1012361013,08/08/2023,"$345,000","2313 MAYFIELD RD, IOWA CITY",2 Story Frame,1964,2076,"13,500","$372,550",6506-488,2023
1015402005,09/05/2023,"$345,000","1104 MARCY ST, IOWA CITY",2 Story Frame,1910,1610,"15,200","$362,600",6518-330,2023
1018305011,06/22/2023,"$345,000","3642 FOXANA DR, IOWA CITY",Split Foyer Frame,1988,1256,"10,375","$332,100",6493-906,2023
1023303004,07/31/2023,"$345,000","2365 NOR ST, IOWA CITY",1 Story Frame,2000,1251,"8,340","$332,040",6507-20,2023
